订单ID,门店城市,购买渠道,性别,年龄,购买日期,商品编号,收益总额,订单量,商品量
49375,&nbsp南京,线下,男,20,2020-09-25,No.005,80,1,1
11610,深圳,线下,女,46,2020-09-21,No.005,159,2,2
14553,南京,线下,男,39,2020-09-24,No.005,101,1,1
47694,杭州,线下,男,22,2020-09-22,No.173,19,1,1
49831,杭州,线下,男,28,2020-09-26,No.005,159,2,2
46812,北京,线下,女,29,2020-09-21,No.005,407,4,4
51193,&nbsp南京,线下,女,19,2020-09-24,No.902,101,1,1
21878,深圳,线下,男,22,2020-09-24,No.005,275,3,3
31327,北 京,线下,女,33,2020-09-23,No.005,80,1,1
27503,上海,线下,女,36,2020-09-27,No.906,33,1,1
10423,北/京,线下,保密,保密,2020-09-26,No.305,150,1,1
25408,北 京,线下,男,66,2020-09-27,No.343,59,2,3
47835,深圳,线下,女,25,2020-09-26,No.005,19,1,1
48501,武汉,线上,男,22,2020-09-24,No.906,73,2,2
47339,杭州,线下,女,28,2020-09-26,No.005,319,4,4
37964,北/京,线下,女,36,2020-09-23,No.277,99,1,1
40897,&nbsp南京,线下,男,32,2020-09-26,No.277,56,1,1
15950,深圳,线下,女,55,2020-09-26,No.906,39,1,1
47690,上海,线下,男,23,2020-09-22,No.305,28,1,1
30678,武汉,线下,女,39,2020-09-27,No.577,464,5,5
44453,武汉,线下,女,31,2020-09-25,No.277,133,3,3
49100,北 京,线下,女,41,2020-09-24,No.902,79,1,1
45998,北 京,线下,女,49,2020-09-25,No.277,50,1,1
24089,南京,线下,女,32,2020-09-23,No.005,101,1,1
20804,杭州,线下,女,30,2020-09-25,No.005,99,1,1
17810,深圳,线下,女,33,2020-09-27,No.173,256,1,1
32267,杭州,线下,女,25,2020-09-26,No.343,81,2,3
31211,南京 ,线上,女,35,2020-09-24,No.343,80,2,2
15784,武汉,线下,女,23,2020-09-27,No.902,202,3,3
39659,北 京,线下,男,41,2020-09-26,No.277,55,1,1
15198,北 京,线下,女,29,2020-09-23,No.005,203,2,2
43450,武汉,线上,女,26,2020-09-27,No.005,100,1,1
15361,深圳,线下,女,51,2020-09-25,No.005,99,1,1
23448,深圳,线下,女,34,2020-09-25,No.005,79,1,1
36111,深圳,线下,女,47,2020-09-26,No.005,99,1,1
42889,北/京,线下,女,51,2020-09-22,No.902,39,1,1
39146,深圳,线下,女,28,2020-09-24,No.005,59,1,1
15515,武汉,线上,女,29,2020-09-27,No.005,101,1,1
29243,杭州,线下,女,33,2020-09-27,No.782,151,1,1
18623,上海,线下,女,33,2020-09-21,No.343,49,1,1
22068,南京 ,线上,男,40,2020-09-21,No.305,156,1,4
45460,&nbsp南京,线上,男,26,2020-09-27,No.005,59,1,1
49209,&nbsp南京,线下,女,31,2020-09-25,No.005,60,1,1
16046,杭州,线下,女,54,2020-09-26,No.343,39,1,1
13675,北/京,线下,女,58,2020-09-26,No.902,100,1,1
39003,南京 ,线下,女,31,2020-09-22,No.902,204,1,1
31408,&nbsp南京,线下,女,37,2020-09-27,No.005,120,1,2
10847,北/京,线下,男,38,2020-09-26,No.005,39,1,1
48623,深圳,线下,女,35,2020-09-27,No.005,358,2,2
48325,南京 ,线上,男,37,2020-09-26,No.277,56,1,1
38719,北京,线下,男,60,2020-09-21,No.005,151,1,1
53290,深圳,线下,女,36,2020-09-24,No.902,304,1,1
39412,北/京,线下,男,35,2020-09-27,No.577,81,1,1
37529,上海,线下,女,23,2020-09-27,No.906,40,1,1
46449,北京,线下,女,25,2020-09-21,No.005,199,2,2
51115,深圳,线下,男,50,2020-09-24,No.343,26,1,1
27245,上海,线上,女,33,2020-09-23,No.005,99,1,1
46005,&nbsp南京,线下,男,39,2020-09-25,No.005,79,1,1
21632,武汉,线下,男,37,2020-09-21,No.343,27,1,1
15727,深圳,线下,男,25,2020-09-24,No.005,59,1,1
49959,上海,线下,女,33,2020-09-26,No.906,107,2,3
36144,上海,线下,男,25,2020-09-22,No.906,73,2,2
50344,南京 ,线上,女,41,2020-09-26,No.782,39,1,1
33795,&nbsp南京,线下,女,38,2020-09-24,No.902,150,1,1
20229,北 京,线下,男,21,2020-09-25,No.343,19,1,1
34749,杭州,线下,女,38,2020-09-25,No.005,60,1,1
52496,杭州,线下,女,66,2020-09-22,No.782,76,1,1
31100,杭州,线下,女,23,2020-09-25,No.005,81,1,1
50564,深圳,线下,女,26,2020-09-22,No.277,80,1,1
24734,杭州,线下,女,48,2020-09-26,No.005,151,1,1
24354,杭州,线下,女,27,2020-09-24,No.005,100,1,1
40793,上海,线下,女,36,2020-09-24,No.902,99,1,1
13716,北 京,线下,男,43,2020-09-26,No.173,204,1,1
16326,杭州,线下,女,63,2020-09-23,No.005,81,1,1
17945,北/京,线下,男,31,2020-09-26,No.005,79,1,1
14011,武汉,线上,男,24,2020-09-22,No.343,26,1,1
53298,深圳,线下,女,52,2020-09-21,No.902,153,1,1
45394,杭州,线下,男,23,2020-09-23,No.005,79,1,1
29912,北/京,线下,女,47,2020-09-23,No.005,80,1,1
48187,武汉,线上,男,69,2020-09-27,No.577,351,2,2
12707,深圳,线下,男,29,2020-09-27,No.902,280,3,3
31877,南京,线下,女,67,2020-09-26,No.902,162,1,2
22687,深圳,线下,女,23,2020-09-23,No.005,241,3,3
29774,杭州,线下,男,20,2020-09-24,No.005,79,1,1
20062,上海,线上,男,24,2020-09-26,No.005,174,2,2
19608,武汉,线上,女,37,2020-09-26,No.343,54,1,2
41390,杭州,线下,男,21,2020-09-24,No.906,147,3,4
39498,北 京,线下,女,21,2020-09-26,No.906,33,1,1
36071,武汉,线下,男,23,2020-09-26,No.305,27,1,1
48641,北 京,线下,女,29,2020-09-21,No.005,100,1,1
54156,南京,线下,女,51,2020-09-25,No.005,100,1,1
29958,南京 ,线上,女,20,2020-09-22,No.005,142,2,2
18240,杭州,线下,男,65,2020-09-22,No.343,27,1,1
29332,武汉,线下,男,22,2020-09-21,No.005,59,1,1
27899,上海,线上,女,38,2020-09-27,No.782,60,1,1
23746,&nbsp南京,线下,男,33,2020-09-25,No.906,145,4,4
34903,武汉,线下,女,25,2020-09-26,No.902,80,1,1
20516,上海,线上,女,26,2020-09-26,No.906,33,1,1
12505,北/京,线下,女,26,2020-09-27,No.005,79,1,1
49886,&nbsp南京,线下,男,25,2020-09-26,No.005,140,2,2
24255,杭州,线下,男,50,2020-09-26,No.277,80,1,1
37089,武汉,线下,男,28,2020-09-21,No.005,81,1,1
23353,武汉,线下,男,17,2020-09-24,No.005,79,1,1
25506,武汉,线下,女,31,2020-09-24,No.005,100,1,1
28094,北/京,线下,男,25,2020-09-25,No.005,81,1,1
27318,南京,线下,男,20,2020-09-27,No.902,80,1,1
43096,武汉,线上,女,34,2020-09-22,No.343,40,1,1
28996,深圳,线下,男,39,2020-09-25,No.277,78,1,1
48088,杭州,线下,女,25,2020-09-22,No.305,73,2,2
32046,北京,线下,女,37,2020-09-25,No.005,99,1,1
34110,深圳,线下,女,32,2020-09-21,No.005,80,1,1
45931,&nbsp南京,线下,女,67,2020-09-21,No.005,199,2,4
33686,北 京,线上,女,27,2020-09-22,No.005,100,1,1
20282,北京,线下,女,27,2020-09-21,No.005,99,1,1
41517,北 京,线下,女,32,2020-09-23,No.005,324,5,5
41578,武汉,线下,女,28,2020-09-23,No.343,26,1,1
21969,武汉,线下,女,24,2020-09-23,No.005,159,1,2
22079,北/京,线下,男,45,2020-09-25,No.906,33,1,1
49627,上海,线下,女,25,2020-09-26,No.005,299,3,3
16259,杭州,线下,男,61,2020-09-27,No.005,100,1,1
23226,南京 ,线下,女,27,2020-09-27,No.277,75,1,1
49037,武汉,线下,女,27,2020-09-24,No.577,153,1,1
27556,北/京,线下,女,42,2020-09-25,No.343,19,1,1
36669,武汉,线上,女,32,2020-09-23,No.902,300,2,2
20360,北/京,线下,男,36,2020-09-26,No.005,99,1,1
36503,杭州,线下,女,28,2020-09-27,No.577,150,1,1
29488,&nbsp南京,线下,男,22,2020-09-25,No.173,81,1,1
26890,深圳,线下,男,26,2020-09-26,No.343,71,3,3
19631,南京 ,线上,女,26,2020-09-24,No.005,101,1,1
53681,杭州,线下,女,20,2020-09-25,No.902,79,1,1
42943,上海,线下,女,37,2020-09-22,No.305,199,2,2
42331,上海,线下,女,59,2020-09-22,No.343,54,1,2
44685,杭州,线下,男,56,2020-09-27,No.782,202,1,1
47496,&nbsp南京,线下,女,25,2020-09-27,No.343,25,1,1
14284,南京 ,线上,女,43,2020-09-24,No.782,60,1,1
12297,上海,线下,女,36,2020-09-26,No.005,243,3,3
44634,北/京,线下,女,54,2020-09-23,No.906,66,2,2
18103,杭州,线下,男,39,2020-09-26,No.906,40,1,1
36057,北 京,线下,男,28,2020-09-26,No.577,200,1,1
17966,深圳,线下,男,37,2020-09-25,No.005,60,1,1
22255,杭州,线下,女,33,2020-09-25,No.906,221,5,6
28318,南京 ,线下,男,21,2020-09-27,No.343,26,1,1
13109,北 京,线下,女,32,2020-09-26,No.005,99,1,1
16846,&nbsp南京,线下,女,30,2020-09-22,No.173,39,2,2
28970,杭州,线下,男,25,2020-09-27,No.906,81,2,2
36417,北/京,线下,女,21,2020-09-26,No.782,39,1,1
27950,武汉,线下,男,27,2020-09-26,No.305,79,1,2
29653,深圳,线下,女,43,2020-09-25,No.005,58,1,1
38533,武汉,线下,女,25,2020-09-21,No.005,60,1,1
25597,武汉,线下,女,38,2020-09-21,No.173,403,4,4
53480,上海,线下,男,26,2020-09-26,No.906,33,1,1
12190,杭州,线下,女,31,2020-09-25,No.906,38,1,1
24250,北 京,线下,女,28,2020-09-24,No.902,399,2,4
16139,北 京,线下,女,34,2020-09-26,No.782,665,4,4
36391,深圳,线下,男,43,2020-09-25,No.277,57,1,1
44029,南京 ,线下,男,39,2020-09-22,No.343,27,1,1
33948,&nbsp南京,线下,男,63,2020-09-26,No.005,399,4,4
10341,杭州,线下,男,39,2020-09-26,No.005,60,1,1
27964,北/京,线下,男,37,2020-09-24,No.343,47,2,2
54466,武汉,线下,女,32,2020-09-27,No.343,60,1,1
11903,深圳,线下,男,21,2020-09-23,No.005,359,3,4
32618,北/京,线下,女,29,2020-09-23,No.005,162,2,2
46128,&nbsp南京,线下,女,27,2020-09-22,No.005,80,1,1
40250,南京 ,线下,女,31,2020-09-23,No.902,615,2,2
28302,&nbsp南京,线上,男,31,2020-09-26,No.005,99,1,1
31087,北 京,线下,男,39,2020-09-22,No.005,157,2,2
13147,南京,线下,女,28,2020-09-26,No.577,401,2,2
37636,上海,线上,女,35,2020-09-27,No.305,39,1,1
38661,北 京,线下,女,27,2020-09-22,No.277,153,1,1
33637,上海,线下,女,34,2020-09-26,No.005,79,1,1
24236,深圳,线下,女,60,2020-09-27,No.005,60,1,1
41858,武汉,线下,女,20,2020-09-27,No.005,203,2,2
14434,&nbsp南京,线下,女,43,2020-09-27,No.277,1760,11,11
28561,武汉,线下,女,23,2020-09-24,No.277,132,1,1
28684,武汉,线下,女,23,2020-09-26,No.277,37,1,1
25827,杭州,线下,男,23,2020-09-21,No.577,204,1,1
16123,杭州,线下,男,25,2020-09-27,No.005,161,1,2
51407,杭州,线下,女,27,2020-09-23,No.005,80,1,1
34540,南京 ,线上,男,53,2020-09-25,No.277,144,1,1
26992,杭州,线下,男,32,2020-09-27,No.343,65,3,3
42118,北 京,线下,男,26,2020-09-26,No.005,101,1,1
39250,北/京,线下,女,34,2020-09-23,No.005,59,1,1
49081,上海,线上,女,27,2020-09-27,No.577,200,1,1
12240,深圳,线下,男,20,2020-09-23,No.173,204,1,1
50999,南京 ,线上,男,63,2020-09-23,No.005,101,1,1
36129,深圳,线下,女,33,2020-09-24,No.005,79,1,1
35906,上海,线下,女,35,2020-09-26,No.005,60,1,1
21931,南京 ,线上,女,32,2020-09-22,No.005,119,2,2
48099,杭州,线下,女,52,2020-09-24,No.005,100,1,1
11090,南京 ,线上,女,36,2020-09-21,No.005,99,1,1
34178,北京,线下,女,53,2020-09-26,No.902,307,1,1
22756,武汉,线上,女,49,2020-09-25,No.906,33,1,1
45134,深圳,线下,女,35,2020-09-23,No.277,188,2,3
51223,上海,线下,女,33,2020-09-26,No.005,60,1,1
41580,南京 ,线上,女,32,2020-09-26,No.782,401,2,2
13953,深圳,线下,女,20,2020-09-26,No.782,55,1,1
11269,杭州,线下,男,24,2020-09-23,No.577,80,1,1
22328,上海,线下,男,30,2020-09-21,No.782,100,1,1
38296,南京,线下,女,31,2020-09-22,No.005,203,2,2
38987,上海,线上,男,66,2020-09-23,No.005,121,2,2
46500,深圳,线下,女,44,2020-09-25,No.277,2324,13,14
22981,北/京,线下,男,67,2020-09-22,No.305,160,1,4
20757,&nbsp南京,线下,男,39,2020-09-25,No.277,161,1,2
38256,北京,线下,男,35,2020-09-22,No.005,100,1,1
49551,南京 ,线上,保密,保密,2020-09-27,No.782,60,1,1
40199,南京 ,线下,女,37,2020-09-22,No.005,0,1,1
24748,&nbsp南京,线下,男,31,2020-09-27,No.902,259,3,4
10788,&nbsp南京,线下,女,33,2020-09-25,No.906,33,1,1
40156,&nbsp南京,线下,男,22,2020-09-22,No.005,171,2,2
51390,武汉,线下,女,22,2020-09-26,No.277,601,4,4
13062,&nbsp南京,线下,女,24,2020-09-25,No.005,80,1,1
14495,深圳,线下,女,36,2020-09-26,No.005,200,1,1
22589,武汉,线上,女,34,2020-09-22,No.343,27,1,1
31757,北 京,线下,男,35,2020-09-27,No.343,46,2,2
50629,深圳,线下,男,63,2020-09-22,No.343,80,1,1
45598,南京 ,线下,女,43,2020-09-23,No.005,59,1,1
28074,深圳,线下,女,24,2020-09-23,No.005,399,4,4
54548,深圳,线下,女,51,2020-09-27,No.005,58,1,1
44981,深圳,线下,女,47,2020-09-24,No.005,60,1,1
17937,深圳,线下,男,22,2020-09-26,No.005,203,2,2
42894,北 京,线下,女,20,2020-09-25,No.005,285,3,3
49869,南京,线下,女,24,2020-09-26,No.343,54,1,2
37558,深圳,线下,男,21,2020-09-26,No.005,99,1,1
16835,北 京,线下,女,56,2020-09-24,No.277,149,2,3
20937,深圳,线下,女,32,2020-09-26,No.902,447,2,3
14066,杭州,线下,女,56,2020-09-23,No.005,39,1,1
21882,北 京,线下,女,39,2020-09-27,No.005,100,1,1
29038,武汉,线上,女,33,2020-09-23,No.005,302,3,3
26624,深圳,线下,女,24,2020-09-24,No.782,760,4,4
13652,武汉,线下,女,45,2020-09-24,No.305,80,2,2
45920,上海,线上,女,64,2020-09-26,No.277,143,1,1
38338,杭州,线下,女,39,2020-09-26,No.343,19,1,1
53407,武汉,线下,女,20,2020-09-27,No.277,78,1,1
37655,武汉,线下,女,39,2020-09-27,No.343,50,1,1
37133,武汉,线上,女,34,2020-09-27,No.782,200,1,1
51214,杭州,线下,女,34,2020-09-25,No.005,1112,9,9
19943,南京 ,线上,女,41,2020-09-23,No.902,307,1,1
47722,上海,线下,女,39,2020-09-25,No.782,158,3,3
50468,&nbsp南京,线下,男,22,2020-09-26,No.005,81,1,1
31810,北/京,线下,女,37,2020-09-27,No.782,80,1,1
12907,武汉,线下,女,32,2020-09-22,No.005,100,1,1
38185,武汉,线下,男,28,2020-09-21,No.005,80,1,1
42782,杭州,线下,男,21,2020-09-23,No.005,80,1,1
33809,上海,线下,男,21,2020-09-23,No.173,461,2,2
54237,杭州,线下,男,26,2020-09-25,No.005,162,2,2
15801,杭州,线下,男,64,2020-09-26,No.005,101,1,1
40638,南京 ,线上,女,43,2020-09-26,No.005,199,1,2
48854,&nbsp南京,线上,女,26,2020-09-21,No.005,100,1,1
38501,杭州,线下,男,33,2020-09-24,No.005,201,2,2
17226,杭州,线下,男,29,2020-09-26,No.005,99,1,1
54142,武汉,线下,女,41,2020-09-23,No.005,99,1,1
11329,武汉,线上,女,31,2020-09-26,No.173,405,2,2
39131,南京 ,线下,女,22,2020-09-27,No.005,99,1,1
32950,杭州,线下,女,26,2020-09-24,No.277,9012,55,56
24681,杭州,线下,女,26,2020-09-26,No.005,399,3,4
23796,北/京,线下,女,34,2020-09-24,No.343,10,1,1
37716,北 京,线下,女,31,2020-09-27,No.343,81,1,1
51454,南京 ,线上,女,31,2020-09-26,No.005,138,2,2
35450,武汉,线下,女,45,2020-09-23,No.277,59,1,1
53488,武汉,线下,女,25,2020-09-23,No.343,79,1,1
17098,深圳,线下,女,22,2020-09-25,No.902,1871,19,23
12914,杭州,线下,女,30,2020-09-21,No.305,752,5,5
14826,南京 ,线上,女,21,2020-09-21,No.005,121,2,2
28778,上海,线下,女,45,2020-09-24,No.005,201,1,2
29820,深圳,线下,女,23,2020-09-25,No.005,107,1,1
40729,上海,线下,女,36,2020-09-23,No.005,59,1,1
33665,深圳,线下,女,55,2020-09-24,No.902,303,1,1
33725,&nbsp南京,线下,女,42,2020-09-27,No.305,33,1,1
35434,深圳,线下,女,39,2020-09-27,No.005,362,4,5
36862,上海,线下,男,41,2020-09-23,No.343,40,1,1
43604,深圳,线下,男,60,2020-09-23,No.005,39,1,1
15017,杭州,线下,男,24,2020-09-25,No.902,60,1,1
30893,深圳,线下,男,20,2020-09-26,No.005,100,1,1
36046,杭州,线下,女,24,2020-09-26,No.005,201,2,2
25823,杭州,线下,女,53,2020-09-27,No.902,79,1,1
42729,武汉,线上,女,20,2020-09-23,No.277,5140,34,34
41888,杭州,线下,女,27,2020-09-27,No.577,401,2,2
43563,武汉,线下,女,24,2020-09-23,No.782,19,1,1
45124,武汉,线上,女,32,2020-09-21,No.005,79,1,1
11914,南京,线下,女,37,2020-09-23,No.005,40,1,1
12837,武汉,线上,男,33,2020-09-26,No.005,100,1,1
33110,&nbsp南京,线下,保密,保密,2020-09-27,No.173,153,1,1
24709,南京 ,线下,女,43,2020-09-26,No.277,47,1,1
28063,北京,线下,男,28,2020-09-22,No.277,143,1,1
49633,&nbsp南京,线下,女,22,2020-09-27,No.005,119,1,2
27027,深圳,线下,女,36,2020-09-26,No.902,298,3,3
27148,杭州,线下,女,22,2020-09-23,No.343,19,1,1
17137,武汉,线上,男,66,2020-09-22,No.005,100,1,1
36159,武汉,线上,男,28,2020-09-25,No.005,99,1,1
46919,南京 ,线下,男,35,2020-09-26,No.173,202,1,1
39480,武汉,线上,女,46,2020-09-26,No.277,202,1,1
32369,&nbsp南京,线下,女,21,2020-09-27,No.005,60,1,1
28231,深圳,线下,女,45,2020-09-26,No.277,230,2,4
16360,武汉,线上,男,25,2020-09-27,No.005,100,1,1
53949,北京,线下,女,43,2020-09-24,No.343,26,1,1
18659,杭州,线下,女,20,2020-09-26,No.277,151,1,1
39674,武汉,线下,女,62,2020-09-27,No.005,199,1,2
16761,杭州,线下,男,34,2020-09-21,No.005,81,1,1
33278,北/京,线下,男,26,2020-09-25,No.305,74,2,2
31651,武汉,线上,女,35,2020-09-24,No.005,99,1,1
12119,杭州,线下,男,25,2020-09-21,No.343,79,1,1
45195,杭州,线下,女,36,2020-09-26,No.005,239,3,3
19753,深圳,线下,男,35,2020-09-21,No.305,150,1,1
34483,深圳,线下,女,22,2020-09-27,No.005,101,1,1
32982,上海,线下,女,36,2020-09-25,No.906,33,1,1
22652,北/京,线下,女,34,2020-09-26,No.005,80,1,1
33567,北/京,线下,男,35,2020-09-23,No.277,168,1,3
22738,北 京,线下,男,19,2020-09-21,No.005,100,1,1
38211,北/京,线下,女,49,2020-09-26,No.173,251,1,1
48684,上海,线下,女,35,2020-09-25,No.305,139,2,4
12054,北 京,线下,男,44,2020-09-24,No.305,33,1,1
24295,北 京,线下,女,31,2020-09-25,No.005,819,3,4
15802,北/京,线下,女,67,2020-09-22,No.343,10,1,1
18808,武汉,线下,女,60,2020-09-24,No.005,100,1,1
54535,杭州,线下,女,39,2020-09-27,No.005,218,3,4
43087,武汉,线上,男,65,2020-09-22,No.902,79,1,1
46164,深圳,线下,女,23,2020-09-26,No.005,60,1,1
10159,深圳,线下,男,44,2020-09-24,No.343,26,1,1
24969,上海,线下,女,44,2020-09-24,No.902,79,1,1
29345,深圳,线下,男,35,2020-09-26,No.906,80,1,1
21765,上海,线下,女,32,2020-09-26,No.305,101,1,1
27021,上海,线下,女,69,2020-09-26,No.005,100,1,1
31653,上海,线下,女,33,2020-09-22,No.005,96,1,1
18752,南京 ,线下,男,22,2020-09-26,No.906,40,1,1
19239,杭州,线下,女,39,2020-09-21,No.005,100,1,1
42654,武汉,线下,男,43,2020-09-23,No.305,116,3,3
50141,杭州,线下,男,23,2020-09-21,No.005,119,1,2
24076,武汉,线上,女,38,2020-09-24,No.005,101,1,1
37642,上海,线上,保密,保密,2020-09-24,No.005,79,1,1
19390,深圳,线下,女,55,2020-09-24,No.173,200,1,1
22841,深圳,线下,女,34,2020-09-27,No.343,40,1,2
13230,武汉,线上,男,37,2020-09-27,No.343,38,1,2
37564,北 京,线下,女,27,2020-09-22,No.005,80,1,1
14675,深圳,线下,女,43,2020-09-26,No.173,200,1,1
33744,北/京,线下,女,40,2020-09-24,No.343,80,1,2
49270,武汉,线上,女,25,2020-09-25,No.005,650,5,6
40352,杭州,线下,女,34,2020-09-24,No.277,55,1,1
14184,上海,线上,女,43,2020-09-24,No.782,37,1,1
49549,南京 ,线下,男,27,2020-09-26,No.902,907,5,10
29387,上海,线下,女,31,2020-09-26,No.902,241,2,3
50188,深圳,线下,女,26,2020-09-26,No.005,101,1,1
31283,南京 ,线上,女,22,2020-09-21,No.005,199,2,2
29872,南京 ,线上,女,23,2020-09-26,No.005,201,1,2
30284,武汉,线下,女,35,2020-09-22,No.782,99,1,1
48080,上海,线下,男,61,2020-09-23,No.906,40,1,1
43400,武汉,线下,女,23,2020-09-22,No.005,59,1,1
14003,&nbsp南京,线下,女,33,2020-09-25,No.005,79,1,1
33748,武汉,线下,男,43,2020-09-26,No.005,80,1,1
27475,&nbsp南京,线下,男,61,2020-09-25,No.782,59,1,1
10639,南京 ,线下,女,35,2020-09-25,No.005,79,1,1
33596,武汉,线上,男,29,2020-09-26,No.277,80,1,1
51768,北/京,线下,男,69,2020-09-26,No.005,80,1,1
44845,杭州,线下,女,27,2020-09-24,No.005,79,1,1
16321,北 京,线下,男,30,2020-09-26,No.906,79,2,2
17455,上海,线下,女,27,2020-09-25,No.005,100,1,1
46627,&nbsp南京,线下,女,49,2020-09-26,No.902,81,1,1
15699,北/京,线下,男,25,2020-09-25,No.005,80,1,1
35307,杭州,线下,男,28,2020-09-22,No.005,80,1,1
16269,北/京,线下,男,21,2020-09-27,No.343,26,1,1
25288,深圳,线下,女,43,2020-09-27,No.005,60,1,1
35250,南京 ,线上,女,42,2020-09-26,No.005,99,1,1
45597,武汉,线下,女,26,2020-09-25,No.005,201,1,2
53156,上海,线下,女,28,2020-09-24,No.577,405,2,2
41535,南京 ,线上,女,24,2020-09-21,No.005,99,1,1
47641,深圳,线下,女,32,2020-09-26,No.906,81,2,2
48836,杭州,线下,男,23,2020-09-26,No.005,79,1,1
13250,南京 ,线上,男,68,2020-09-26,No.005,80,1,1
16949,杭州,线下,女,41,2020-09-25,No.906,79,1,1
50174,&nbsp南京,线下,男,25,2020-09-27,No.005,80,1,1
28641,南京 ,线上,男,35,2020-09-27,No.906,224,4,6
47864,北 京,线下,女,40,2020-09-27,No.343,20,1,1
45796,杭州,线下,男,33,2020-09-26,No.577,79,1,1
16087,上海,线下,女,38,2020-09-26,No.005,59,1,1
17181,北/京,线下,女,25,2020-09-25,No.906,62,2,2
10696,北/京,线下,女,22,2020-09-26,No.005,101,1,1
52335,南京 ,线下,女,59,2020-09-23,No.005,79,1,1
52326,上海,线上,男,37,2020-09-24,No.782,151,1,1
14113,南京 ,线下,女,35,2020-09-24,No.902,151,1,1
40607,上海,线下,女,23,2020-09-21,No.782,39,1,1
13626,深圳,线下,女,26,2020-09-27,No.782,200,1,1
29639,南京 ,线上,女,18,2020-09-25,No.005,253,1,1
52095,南京,线下,男,32,2020-09-25,No.173,303,2,2
10794,深圳,线下,女,37,2020-09-27,No.005,350,3,3
29878,北 京,线下,女,44,2020-09-22,No.902,139,2,2
24297,深圳,线下,女,42,2020-09-21,No.005,299,3,3
29659,杭州,线下,女,48,2020-09-26,No.782,100,1,1
11406,&nbsp南京,线下,女,37,2020-09-25,No.005,60,1,1
20949,杭州,线下,女,53,2020-09-21,No.005,100,1,1
53482,杭州,线下,女,65,2020-09-25,No.005,60,1,1
51786,深圳,线下,女,36,2020-09-23,No.277,153,1,1
16299,深圳,线下,女,29,2020-09-24,No.005,100,1,1
23860,南京,线下,女,56,2020-09-22,No.005,262,3,3
27209,杭州,线下,女,38,2020-09-23,No.005,80,1,1
27937,杭州,线下,男,20,2020-09-26,No.277,19,1,1
25393,北 京,线下,女,42,2020-09-24,No.005,59,1,1
27581,上海,线下,女,21,2020-09-26,No.005,101,1,1
43720,北 京,线下,女,21,2020-09-26,No.902,159,2,2
43456,深圳,线下,男,25,2020-09-25,No.005,99,1,1
34332,杭州,线下,女,36,2020-09-21,No.277,59,1,1
31658,杭州,线下,女,40,2020-09-22,No.277,60,1,1
29499,上海,线下,女,33,2020-09-24,No.005,79,1,1
